ownership,indownership,marriagestatus,indmarriagestatus,county,hhincome,agequant,agecat,famsize,sex,indsex,indpoverty,degree,inddegree
Own,1,Married,1,Boone,29500,27,18-29,5,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,262500,43,40-49,5,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,54004,47,40-49,1,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,38900,62,60-69,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,103900,55,50-59,4,female,0,0,No College Degree,0
Own,1,Not married,0,Kenton,84200,60,60-69,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,153900,65,60-69,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,65000,34,30-39,3,female,0,0,College Degree,1
Own,1,Not married,0,Kenton,47500,53,50-59,2,male,1,0,No College Degree,0
Rent,0,Married,1,Fayette,19000,35,30-39,4,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,36280,59,50-59,5,male,1,0,No College Degree,0
Own,1,Married,1,Kenton,89800,62,60-69,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,61000,61,60-69,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Kenton,65000,26,18-29,1,female,0,0,No College Degree,0
Rent,0,Not married,0,Kenton,56000,26,18-29,1,male,1,0,No College Degree,0
Own,1,Married,1,Boone,12700,32,30-39,4,female,0,1,No College Degree,0
Own,1,Not married,0,Jefferson,50000,25,18-29,1,female,0,0,College Degree,1
Rent,0,Married,1,Jefferson,69300,47,40-49,4,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,36000,18,18-29,3,female,0,0,No College Degree,0
Rent,0,Not married,0,Warren,15700,67,60-69,1,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,170200,47,40-49,4,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,42000,66,60-69,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,0,25,18-29,2,female,0,1,College Degree,1
Rent,0,Not married,0,Jefferson,94000,27,18-29,1,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,47000,25,18-29,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Kenton,55500,42,40-49,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,217000,54,50-59,3,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,138400,57,50-59,2,male,1,0,No College Degree,0
Own,1,Not married,0,Warren,25000,31,30-39,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,121800,56,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Boone,82800,30,30-39,5,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,115700,77,70above,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,87500,70,70above,2,male,1,0,No College Degree,0
Rent,0,Married,1,Warren,71200,32,30-39,5,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,160800,76,70above,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,58000,29,18-29,2,male,1,0,College Degree,1
Own,1,Not married,0,Fayette,11400,76,70above,2,female,0,1,No College Degree,0
Rent,0,Not married,0,Jefferson,70400,64,60-69,4,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,23220,69,60-69,1,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,63000,39,30-39,1,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,30600,35,30-39,3,female,0,0,No College Degree,0
Own,1,Married,1,Kenton,158000,39,30-39,5,male,1,0,College Degree,1
Own,1,Married,1,Fayette,96000,44,40-49,4,female,0,0,College Degree,1
Own,1,Not married,0,Kenton,15100,74,70above,1,female,0,0,No College Degree,0
Rent,0,Not married,0,Warren,9000,21,18-29,1,male,1,1,No College Degree,0
Own,1,Not married,0,Kenton,58900,56,50-59,2,female,0,0,No College Degree,0
Own,1,Married,1,Boone,101800,58,50-59,3,female,0,0,No College Degree,0
Rent,0,Married,1,Warren,42300,28,18-29,5,female,0,0,No College Degree,0
Rent,0,Married,1,Fayette,45500,23,18-29,2,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,14000,80,70above,1,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,110200,66,60-69,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,72300,30,30-39,4,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,175760,53,50-59,4,male,1,0,College Degree,1
Own,1,Married,1,Boone,104000,68,60-69,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,95400,29,18-29,3,female,0,0,College Degree,1
Rent,0,Married,1,Fayette,55200,31,30-39,3,female,0,0,College Degree,1
Own,1,Married,1,Fayette,47000,34,30-39,4,female,0,0,College Degree,1
Own,1,Married,1,Fayette,45060,66,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,63000,40,40-49,3,female,0,0,No College Degree,0
Own,1,Not married,0,Kenton,62000,18,18-29,4,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,48000,47,40-49,1,female,0,0,No College Degree,0
Own,1,Married,1,Kenton,144000,25,18-29,2,male,1,0,College Degree,1
Rent,0,Married,1,Warren,211400,72,70above,3,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,154000,45,40-49,5,male,1,0,College Degree,1
Own,1,Married,1,Fayette,95000,82,70above,2,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,67200,36,30-39,3,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,11500,28,18-29,2,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,55500,60,60-69,2,male,1,0,College Degree,1
Own,1,Married,1,Fayette,183000,66,60-69,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,36400,78,70above,2,male,1,0,No College Degree,0
Own,1,Not married,0,Kenton,28500,36,30-39,1,male,1,1,No College Degree,0
Rent,0,Not married,0,Fayette,90900,59,50-59,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,49000,68,60-69,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,87600,55,50-59,3,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,75000,31,30-39,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,28300,31,30-39,3,female,0,0,College Degree,1
Rent,0,Married,1,Boone,57000,20,18-29,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,253900,52,50-59,4,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,37000,62,60-69,1,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,12250,65,60-69,1,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,21100,74,70above,1,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,21100,70,70above,1,female,0,0,No College Degree,0
Own,1,Not married,0,Boone,128200,20,18-29,9,male,1,0,No College Degree,0
Own,1,Not married,0,Kenton,102800,53,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Boone,100000,45,40-49,5,male,1,0,No College Degree,0
Own,1,Not married,0,Kenton,43100,34,30-39,4,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,432000,57,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,170000,43,40-49,4,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,102000,26,18-29,1,male,1,0,College Degree,1
Own,1,Married,1,Boone,111700,67,60-69,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,3300,74,70above,1,male,1,1,No College Degree,0
Own,1,Not married,0,Jefferson,7000,68,60-69,1,female,0,1,No College Degree,0
Own,1,Married,1,Boone,44000,56,50-59,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,88000,30,30-39,1,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,11000,82,70above,2,female,0,1,No College Degree,0
Own,1,Married,1,Fayette,115000,32,30-39,3,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,100000,62,60-69,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,95900,73,70above,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,389000,39,30-39,6,male,1,0,College Degree,1
Own,1,Married,1,Fayette,136210,47,40-49,6,male,1,0,College Degree,1
Own,1,Not married,0,Boone,181100,58,50-59,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,361500,42,40-49,5,female,0,0,College Degree,1
Rent,0,Not married,0,Kenton,23000,58,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,115400,58,50-59,3,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,66800,30,30-39,1,female,0,0,No College Degree,0
Rent,0,Not married,0,Warren,103900,19,18-29,1,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,30130,67,60-69,2,male,1,0,College Degree,1
Own,1,Not married,0,Kenton,11100,77,70above,1,female,0,1,No College Degree,0
Own,1,Not married,0,Jefferson,48600,47,40-49,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,109000,70,70above,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,56500,69,60-69,1,male,1,0,College Degree,1
Own,1,Married,1,Kenton,104000,63,60-69,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,141400,66,60-69,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,248100,67,60-69,1,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,163000,40,40-49,5,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,5000,27,18-29,2,male,1,1,College Degree,1
Own,1,Married,1,Jefferson,71600,72,70above,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,52020,60,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,119100,44,40-49,3,female,0,0,College Degree,1
Own,1,Not married,0,Kenton,268600,23,18-29,3,male,1,0,College Degree,1
Own,1,Not married,0,Warren,148000,24,18-29,3,male,1,0,No College Degree,0
Rent,0,Married,1,Jefferson,98740,55,50-59,5,male,1,0,College Degree,1
Own,1,Married,1,Kenton,70500,78,70above,2,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,128100,50,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,138000,36,30-39,4,female,0,0,College Degree,1
Own,1,Married,1,Boone,97000,30,30-39,3,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,21600,28,18-29,5,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,36800,38,30-39,4,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,52000,57,50-59,1,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,418000,67,60-69,6,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,20300,44,40-49,1,female,0,0,No College Degree,0
Rent,0,Not married,0,Boone,80000,41,40-49,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,110800,65,60-69,6,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,352600,74,70above,1,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,146800,25,18-29,4,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,33200,47,40-49,3,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,44200,50,50-59,2,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,160700,50,50-59,4,male,1,0,College Degree,1
Own,1,Married,1,Fayette,67000,31,30-39,7,female,0,0,No College Degree,0
Own,1,Married,1,Boone,29800,72,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,72000,60,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,80600,62,60-69,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,58690,68,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Boone,358000,58,50-59,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,39000,70,70above,4,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,145000,65,60-69,5,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,106000,36,30-39,3,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,30000,36,30-39,4,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,79100,45,40-49,2,female,0,0,College Degree,1
Own,1,Married,1,Kenton,77000,29,18-29,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,133600,50,50-59,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,37800,50,50-59,3,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,39400,37,30-39,1,male,1,0,No College Degree,0
Own,1,Not married,0,Kenton,30000,37,30-39,3,female,0,0,College Degree,1
Own,1,Married,1,Fayette,396000,56,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Warren,146000,47,40-49,7,female,0,0,No College Degree,0
Rent,0,Married,1,Warren,38500,77,70above,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,68000,51,50-59,1,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,20000,93,70above,1,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,78000,57,50-59,3,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,48600,63,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,114600,32,30-39,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,92400,46,40-49,5,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,115000,38,30-39,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,70000,56,50-59,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,120000,56,50-59,2,male,1,0,No College Degree,0
Own,1,Married,1,Kenton,100000,51,50-59,3,male,1,0,College Degree,1
Own,1,Married,1,Fayette,192000,59,50-59,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,37200,80,70above,3,male,1,0,No College Degree,0
Own,1,Married,1,Warren,153000,63,60-69,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,225400,85,70above,2,male,1,0,College Degree,1
Rent,0,Married,1,Boone,78200,28,18-29,1,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,149000,77,70above,1,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,7200,31,30-39,1,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,46000,84,70above,1,male,1,0,College Degree,1
Own,1,Married,1,Boone,71800,43,40-49,4,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,126500,77,70above,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,40000,41,40-49,1,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,87000,58,50-59,3,male,1,0,No College Degree,0
Own,1,Married,1,Warren,158400,54,50-59,2,female,0,0,College Degree,1
Rent,0,Not married,0,Warren,28800,36,30-39,6,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,130000,54,50-59,3,female,0,0,College Degree,1
Own,1,Married,1,Kenton,78800,56,50-59,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,31500,25,18-29,3,female,0,1,No College Degree,0
Own,1,Not married,0,Kenton,106700,86,70above,3,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,66000,35,30-39,4,male,1,0,No College Degree,0
Own,1,Married,1,Warren,54400,75,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,140400,53,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,112020,36,30-39,3,male,1,0,No College Degree,0
Own,1,Not married,0,Boone,252200,19,18-29,5,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,44000,31,30-39,3,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,35000,39,30-39,1,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,50900,30,30-39,5,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,121950,51,50-59,4,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,48800,70,70above,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,25000,65,60-69,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,70000,29,18-29,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,100700,71,70above,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,105500,55,50-59,2,female,0,0,College Degree,1
Own,1,Not married,0,Warren,51000,54,50-59,3,female,0,1,No College Degree,0
Own,1,Not married,0,Jefferson,21500,56,50-59,2,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,63080,50,50-59,3,female,0,0,College Degree,1
Own,1,Not married,0,Fayette,14850,57,50-59,3,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,233000,69,60-69,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,52200,72,70above,2,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,0,47,40-49,1,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,180300,57,50-59,3,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,48700,64,60-69,2,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,28300,45,40-49,3,female,0,0,College Degree,1
Own,1,Married,1,Fayette,124540,70,70above,2,male,1,0,College Degree,1
Own,1,Not married,0,Fayette,56340,21,18-29,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,125000,40,40-49,5,female,0,0,No College Degree,0
Own,1,Not married,0,Fayette,17010,80,70above,1,female,0,0,No College Degree,0
Rent,0,Married,1,Jefferson,60000,30,30-39,5,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,420400,63,60-69,2,female,0,0,College Degree,1
Rent,0,Married,1,Warren,43600,40,40-49,4,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,150200,48,40-49,5,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,118200,62,60-69,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,116900,68,60-69,2,male,1,0,College Degree,1
Rent,0,Not married,0,Warren,66500,44,40-49,2,male,1,0,No College Degree,0
Rent,0,Married,1,Jefferson,50600,31,30-39,6,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,66500,66,60-69,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,46600,92,70above,1,male,1,0,No College Degree,0
Own,1,Not married,0,Boone,178800,18,18-29,4,female,0,0,No College Degree,0
Rent,0,Married,1,Jefferson,58000,50,50-59,3,male,1,0,College Degree,1
Own,1,Not married,0,Fayette,44300,50,50-59,2,female,0,0,College Degree,1
Rent,0,Married,1,Kenton,53500,32,30-39,4,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,178200,20,18-29,4,male,1,0,No College Degree,0
Own,1,Married,1,Boone,118000,42,40-49,4,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,10100,53,50-59,1,male,1,1,No College Degree,0
Rent,0,Not married,0,Jefferson,60000,47,40-49,1,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,50800,18,18-29,3,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,38000,25,18-29,1,male,1,0,No College Degree,0
Own,1,Married,1,Boone,358000,57,50-59,3,female,0,0,No College Degree,0
Rent,0,Not married,0,Kenton,50000,42,40-49,1,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,30000,27,18-29,1,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,20000,21,18-29,1,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,13500,55,50-59,4,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,82000,38,30-39,4,male,1,0,College Degree,1
Own,1,Married,1,Kenton,126000,59,50-59,2,female,0,0,College Degree,1
Rent,0,Married,1,Warren,118000,34,30-39,4,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,49000,32,30-39,1,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,8800,59,50-59,1,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,46800,70,70above,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,120660,58,50-59,3,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,601900,68,60-69,2,female,0,0,College Degree,1
Rent,0,Not married,0,Warren,78900,35,30-39,1,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,135000,54,50-59,4,female,0,0,College Degree,1
Own,1,Married,1,Fayette,190000,49,40-49,4,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,107930,28,18-29,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,260000,44,40-49,4,female,0,0,College Degree,1
Own,1,Married,1,Fayette,115000,43,40-49,4,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,371000,55,50-59,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,39000,37,30-39,4,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,43100,54,50-59,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,29600,37,30-39,5,female,0,0,College Degree,1
Own,1,Married,1,Fayette,86000,26,18-29,3,female,0,0,College Degree,1
Own,1,Not married,0,Fayette,422000,25,18-29,3,male,1,0,College Degree,1
Rent,0,Married,1,Jefferson,63550,43,40-49,8,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,23000,66,60-69,3,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,42340,40,40-49,4,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,87000,26,18-29,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,58200,74,70above,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,67500,18,18-29,3,male,1,0,No College Degree,0
